session_id,customer_id,session_date,page_views,session_duration_minutes,device_type
7578,1478,2024-11-27 11:12:03,5,32,Mobile
7579,2011,2024-05-01 00:43:07,5,12,Desktop
7580,950,2024-10-12 08:19:44,1,58,Mobile
7581,903,2024-12-14 16:45:36,5,22,Desktop
7582,1484,2024-06-10 21:13:04,3,35,Desktop
7583,1840,2023-12-28 12:30:33,8,8,Mobile
7584,2534,2024-01-19 11:37:33,8,59,Desktop
7585,518,2023-08-31 08:53:56,8,37,Desktop
7586,1039,2023-11-03 16:38:21,3,24,Mobile
7587,1056,2024-11-04 21:12:19,2,11,Mobile
7588,590,2024-12-02 12:51:16,2,39,Mobile
7589,1282,2024-09-16 02:12:04,2,4,Mobile
7590,340,2024-12-09 12:42:45,20,46,Desktop
7591,1327,2024-09-30 22:48:12,5,38,Mobile
7592,1079,2024-11-15 04:47:41,1,5,Desktop
7593,2730,2024-10-22 18:11:53,1,50,Tablet
7594,1752,2024-09-08 16:53:28,1,32,Mobile
7595,2295,2024-06-08 16:20:30,3,23,Mobile
7596,2145,2023-10-22 19:47:40,2,46,Mobile
7597,161,2024-05-11 14:48:10,8,11,Mobile
7598,1905,2024-08-31 00:51:21,1,2,Mobile
7599,2475,2024-09-13 19:20:39,3,43,Mobile
7600,1422,2023-04-05 14:50:21,2,42,Mobile
7601,664,2024-06-15 13:17:13,3,8,Mobile
7602,1262,2023-12-23 16:19:04,1,40,Desktop
7603,2372,2024-11-21 19:13:39,2,60,Mobile
7604,1486,2024-04-29 10:28:06,5,30,Mobile
7605,1321,2023-05-23 20:22:49,1,38,Desktop
7606,1462,2024-10-15 00:33:58,8,55,Mobile
7607,769,2023-04-29 06:46:39,8,31,Mobile
7608,1997,2024-09-28 15:40:53,8,41,Mobile
7609,80,2024-11-19 14:46:23,5,12,Desktop
7610,2561,2024-12-10 11:02:06,3,41,Mobile
7611,1467,2024-09-25 02:34:19,2,34,Desktop
7612,414,2024-06-04 22:05:33,2,16,Mobile
7613,167,2024-09-22 08:12:18,3,1,Desktop
7614,2016,2023-06-05 15:35:02,2,21,Mobile
7615,1788,2024-06-28 15:47:27,3,39,Desktop
7616,1517,2023-12-25 17:55:58,1,2,Mobile
7617,516,2024-06-15 21:57:36,2,44,Mobile
7618,2588,2023-12-09 14:09:04,12,20,Mobile
7619,1487,2024-02-16 15:53:51,5,18,Tablet
7620,302,2024-04-17 14:52:13,2,9,Desktop
7621,2808,2024-10-15 08:55:15,1,35,Mobile
7622,36,2024-05-27 19:02:03,3,3,Desktop
7623,91,2024-02-03 15:00:59,5,36,Mobile
7624,1848,2024-10-25 17:55:26,8,11,Desktop
7625,2349,2023-09-09 16:04:01,5,19,Mobile
7626,1702,2024-08-27 14:51:21,8,19,Tablet
7627,1158,2024-09-20 20:14:46,2,10,Mobile
7628,1929,2024-06-03 20:46:54,8,34,Mobile
7629,1925,2024-07-06 03:11:45,1,42,Mobile
7630,1162,2024-06-12 06:34:07,2,15,Mobile
7631,316,2024-09-27 01:10:59,1,47,Desktop
7632,634,2024-06-21 22:48:03,2,5,Desktop
7633,886,2024-04-21 02:06:23,8,16,Mobile
7634,1100,2024-09-26 08:41:40,3,44,Desktop
7635,1780,2024-11-04 06:03:04,2,53,Mobile
7636,2211,2023-05-20 14:34:09,1,3,Mobile
7637,1909,2024-05-05 16:06:21,2,58,Mobile
7638,2742,2024-09-15 08:50:06,5,53,Mobile
7639,53,2024-07-07 06:59:48,3,47,Desktop
7640,1501,2024-10-23 11:06:17,1,51,Desktop
7641,2482,2024-08-15 18:45:11,8,58,Mobile
7642,1723,2023-12-05 11:42:04,5,40,Desktop
7643,1418,2024-12-15 19:38:41,2,25,Desktop
7644,1678,2024-08-22 14:39:45,2,19,Desktop
7645,2944,2024-05-08 08:39:32,1,56,Mobile
7646,1362,2024-03-12 01:12:59,2,45,Desktop
7647,2785,2024-09-10 10:14:23,2,32,Tablet
7648,1929,2023-11-29 08:15:36,3,46,Mobile
7649,309,2024-02-21 12:19:29,3,28,Desktop
7650,829,2024-09-02 08:47:42,3,39,Desktop
7651,2324,2024-11-03 08:00:21,2,23,Desktop
7652,2546,2024-04-08 09:41:01,5,54,Desktop
7653,193,2024-10-10 04:44:01,1,20,Mobile
7654,227,2024-07-23 08:16:01,2,21,Mobile
7655,2833,2024-10-29 21:09:34,1,51,Mobile
7656,70,2024-06-08 12:11:20,12,55,Mobile
7657,316,2024-08-23 06:08:36,3,5,Mobile
7658,330,2024-09-10 13:16:21,5,28,Mobile
7659,1232,2024-03-04 03:02:36,2,19,Mobile
7660,665,2024-08-18 15:19:34,1,14,Mobile
7661,2382,2023-11-08 19:44:38,2,44,Mobile
7662,16,2024-01-30 19:41:16,1,60,Mobile
7663,2812,2024-11-27 14:10:35,5,53,Mobile
7664,916,2024-02-10 19:42:10,2,38,Mobile
7665,1630,2024-08-04 05:42:52,5,38,Mobile
7666,418,2024-04-27 09:34:12,2,1,Desktop
7667,554,2024-05-09 02:22:36,8,42,Mobile
7668,1669,2024-09-16 22:15:59,3,58,Mobile
7669,2275,2024-08-29 14:53:54,5,3,Mobile
7670,1711,2024-11-30 10:09:14,8,26,Mobile
7671,2575,2024-12-02 23:09:34,5,54,Mobile
7672,1274,2024-12-01 14:44:06,8,29,Desktop
7673,1180,2024-04-07 12:31:13,2,2,Mobile
7674,915,2024-08-16 10:53:31,2,47,Tablet
7675,595,2024-11-16 08:43:45,1,45,Desktop
7676,2188,2024-11-11 22:20:42,5,4,Mobile
7677,508,2023-10-20 14:43:08,8,4,Mobile
7678,766,2024-06-23 23:51:09,1,19,Mobile
7679,2972,2024-04-21 11:07:59,20,35,Mobile
7680,266,2024-10-06 18:45:56,2,59,Mobile
7681,2526,2024-09-03 08:14:42,8,29,Mobile
7682,1234,2024-02-15 03:07:23,2,11,Mobile
7683,35,2024-07-09 03:20:14,2,3,Mobile
7684,2413,2023-10-17 08:55:09,5,58,Mobile
7685,2908,2023-10-09 17:38:36,5,51,Mobile
7686,2062,2024-12-08 05:28:23,12,54,Desktop
7687,752,2024-07-29 15:33:48,12,50,Mobile
7688,1102,2024-11-03 00:13:36,5,17,Desktop
7689,167,2024-09-16 12:24:18,2,29,Desktop
7690,615,2024-11-28 21:35:12,12,53,Mobile
7691,1605,2024-11-16 04:53:09,5,25,Mobile
7692,1257,2024-08-19 21:39:41,2,53,Tablet
7693,2071,2024-06-17 04:11:03,12,41,Mobile
7694,2288,2024-03-28 00:13:50,5,14,Desktop
7695,1448,2023-05-05 10:14:58,3,34,Mobile
7696,878,2024-01-31 20:05:44,1,39,Desktop
7697,1446,2023-04-13 19:16:12,3,57,Mobile
7698,43,2024-04-04 03:11:04,1,49,Mobile
7699,2877,2024-04-27 15:30:16,12,59,Mobile
7700,526,2024-10-02 03:30:14,2,11,Desktop
7701,1874,2024-12-12 17:23:31,3,50,Desktop
7702,1926,2024-11-20 02:57:23,5,53,Mobile
7703,1309,2024-10-23 19:28:11,3,23,Mobile
7704,1842,2024-11-02 15:10:42,2,52,Desktop
7705,2203,2024-11-11 11:37:48,5,26,Mobile
7706,1753,2024-05-21 05:54:40,1,36,Mobile
7707,2002,2024-11-01 09:05:40,1,2,Mobile
7708,886,2024-02-14 00:26:20,3,57,Mobile
7709,2140,2024-09-29 14:24:40,3,1,Desktop
7710,751,2024-08-21 18:36:01,1,7,Desktop
7711,1253,2024-05-20 19:34:41,1,38,Desktop
7712,128,2024-06-30 06:04:46,8,30,Mobile
7713,2922,2024-12-14 12:22:49,8,28,Mobile
7714,1615,2024-05-14 02:59:18,1,35,Desktop
7715,406,2024-06-29 21:40:41,20,53,Mobile
7716,318,2023-12-13 23:53:05,5,25,Mobile
7717,2547,2024-07-10 12:49:37,3,46,Mobile
7718,775,2024-12-09 03:48:02,1,8,Mobile
7719,2397,2024-07-14 10:27:27,5,22,Desktop
7720,2229,2024-06-28 20:15:30,5,10,Desktop
7721,2398,2024-06-29 05:11:30,2,1,Mobile
7722,2619,2023-10-13 09:04:28,20,27,Mobile
7723,244,2024-05-02 08:12:37,12,12,Desktop
7724,2699,2024-01-10 19:20:56,5,56,Tablet
7725,1254,2024-02-14 07:38:17,2,27,Desktop
7726,929,2024-12-12 08:39:15,12,12,Tablet
7727,1519,2024-11-25 05:35:42,12,43,Mobile
7728,1938,2024-09-13 19:03:57,3,16,Mobile
7729,1153,2024-10-06 15:00:55,1,46,Desktop
7730,2122,2023-04-23 07:27:11,5,45,Mobile
7731,54,2024-05-15 19:04:35,1,4,Desktop
7732,1511,2024-11-21 02:55:47,8,43,Mobile
7733,323,2024-05-08 04:24:26,3,36,Desktop
7734,2275,2024-10-25 19:27:46,5,45,Mobile
7735,650,2024-09-10 22:34:40,5,29,Mobile
7736,1582,2024-07-12 17:50:25,5,24,Mobile
7737,2633,2024-02-07 18:30:49,8,51,Mobile
7738,2975,2023-10-23 21:59:19,12,59,Desktop
7739,15,2024-03-24 06:39:13,5,25,Mobile
7740,1850,2024-11-16 05:53:30,5,5,Desktop
7741,1861,2023-11-06 16:30:41,8,57,Desktop
7742,2598,2024-06-29 16:58:12,3,31,Mobile
7743,355,2024-10-18 10:34:50,3,4,Tablet
7744,2461,2024-09-13 01:09:52,12,28,Mobile
7745,85,2024-01-09 03:57:02,5,16,Mobile
7746,113,2024-05-21 18:57:46,8,60,Desktop
7747,2023,2024-08-22 21:09:45,12,48,Mobile
7748,2693,2023-09-27 09:38:32,3,58,Mobile
7749,238,2024-07-13 23:22:42,20,16,Mobile
7750,1004,2024-03-25 10:21:12,2,4,Mobile
7751,106,2024-12-01 17:13:57,8,34,Mobile
7752,1094,2024-08-24 22:21:48,1,11,Mobile
7753,2080,2024-11-03 13:14:19,1,16,Mobile
7754,2283,2024-06-18 20:06:38,5,46,Mobile
7755,1083,2023-12-24 00:17:00,1,58,Tablet
7756,1652,2024-03-25 03:46:16,5,17,Mobile
7757,1567,2024-03-26 18:52:21,8,37,Tablet
7758,1529,2024-05-03 16:47:12,8,46,Mobile
7759,2855,2024-04-30 09:28:09,8,20,Desktop
7760,1466,2023-10-27 03:06:33,5,37,Mobile
7761,728,2024-04-09 17:14:33,1,40,Mobile
7762,2481,2024-05-26 11:06:32,5,34,Mobile
7763,1386,2024-07-07 16:51:16,1,16,Mobile
7764,978,2024-12-15 06:01:45,12,59,Mobile
7765,1602,2024-11-06 12:45:06,3,9,Desktop
7766,978,2024-12-14 19:01:38,3,27,Mobile
7767,2103,2024-04-30 06:32:46,1,17,Desktop
7768,1541,2024-05-26 01:07:54,3,36,Mobile
7769,1272,2024-11-13 23:21:14,1,14,Mobile
7770,1894,2024-12-06 18:26:55,3,40,Desktop
7771,245,2024-08-19 20:02:27,1,22,Desktop
7772,1237,2024-12-02 12:22:46,5,13,Desktop
7773,1419,2024-09-29 05:23:25,3,51,Desktop
7774,962,2024-11-05 19:22:43,3,34,Mobile
7775,338,2024-08-18 21:41:43,5,16,Mobile
7776,1282,2024-08-04 20:16:58,8,5,Mobile
7777,2768,2024-06-10 08:29:43,5,18,Desktop
7778,354,2024-11-11 09:55:05,20,50,Mobile
7779,2327,2024-10-30 02:43:48,5,21,Mobile
7780,248,2024-09-02 05:15:01,2,43,Mobile
7781,1243,2024-11-15 07:14:56,20,6,Mobile
7782,1445,2024-02-13 10:24:14,2,42,Mobile
7783,1498,2024-09-18 22:30:00,1,2,Mobile
7784,2566,2024-09-01 14:07:44,3,57,Mobile
7785,2957,2024-08-30 06:54:37,3,19,Desktop
7786,2456,2024-02-25 23:49:15,2,26,Mobile
7787,2766,2024-01-11 01:26:21,8,5,Mobile
7788,2110,2024-03-19 15:11:23,8,43,Desktop
7789,1771,2024-09-21 11:41:57,2,27,Mobile
7790,2811,2024-11-26 15:02:01,1,22,Mobile
7791,2100,2024-05-03 09:02:23,3,13,Mobile
7792,461,2024-11-25 09:54:47,3,37,Desktop
7793,2061,2024-05-16 03:34:32,12,24,Desktop
7794,2907,2024-08-07 09:10:18,1,10,Mobile
7795,489,2024-08-24 21:27:01,12,35,Mobile
7796,1112,2024-10-12 02:33:02,5,14,Desktop
7797,2343,2024-09-24 03:58:29,5,11,Desktop
7798,2612,2024-09-12 15:42:39,1,41,Mobile
7799,410,2024-12-06 22:28:56,2,50,Mobile
7800,711,2023-07-15 00:07:13,2,13,Desktop
7801,2221,2024-09-14 11:34:16,2,54,Desktop
7802,680,2024-09-03 11:23:38,5,46,Desktop
7803,782,2024-09-22 03:36:06,2,6,Mobile
7804,1150,2024-10-30 18:14:10,8,49,Mobile
7805,2384,2024-10-22 18:58:53,5,38,Mobile
7806,1014,2024-05-11 09:00:59,8,28,Mobile
7807,1062,2024-12-07 00:41:49,3,42,Mobile
7808,463,2024-11-07 21:58:58,5,52,Desktop
7809,1447,2024-05-22 16:05:35,8,21,Tablet
7810,2269,2024-12-10 03:53:38,2,3,Desktop
7811,2125,2024-07-24 18:51:48,5,57,Mobile
7812,698,2023-10-20 06:43:38,5,23,Mobile
7813,2630,2024-11-16 07:42:28,2,27,Mobile
7814,1804,2024-06-15 04:39:55,5,27,Desktop
7815,2461,2024-10-10 15:34:35,8,27,Desktop
7816,2481,2024-08-06 15:16:06,2,39,Desktop
7817,123,2024-10-25 11:37:22,2,30,Mobile
7818,1760,2024-10-12 04:55:23,5,46,Desktop
7819,1170,2024-06-15 23:23:43,3,60,Mobile
7820,589,2024-04-07 23:03:42,1,26,Desktop
7821,2801,2023-05-05 13:59:36,3,52,Mobile
7822,363,2023-09-25 18:12:07,5,34,Tablet
7823,1029,2024-08-22 23:51:50,2,52,Mobile
7824,2235,2024-10-26 06:43:10,5,10,Desktop
7825,139,2024-05-14 00:07:42,1,29,Mobile
7826,1967,2024-02-15 23:50:06,12,52,Mobile
7827,797,2024-10-28 11:22:08,20,11,Desktop
7828,2052,2024-02-18 17:37:52,8,57,Desktop
7829,2676,2024-09-22 15:18:28,2,23,Tablet
7830,474,2024-08-07 07:13:10,12,38,Mobile
7831,1848,2024-06-30 13:43:53,12,23,Mobile
7832,1047,2024-06-25 19:45:28,2,44,Mobile
7833,552,2023-07-27 02:08:32,20,10,Desktop
7834,1199,2024-10-20 16:11:46,3,9,Mobile
7835,368,2024-12-04 18:50:24,3,1,Tablet
7836,2637,2023-11-24 19:46:22,1,29,Mobile
7837,348,2024-07-16 17:28:52,2,41,Mobile
7838,2659,2024-11-20 13:21:44,2,7,Mobile
7839,1888,2024-12-07 10:51:11,8,46,Desktop
7840,80,2024-11-17 23:00:40,5,15,Mobile
7841,937,2024-04-19 04:58:38,5,57,Mobile
7842,653,2024-04-26 11:53:01,5,58,Mobile
7843,853,2024-12-14 20:13:36,3,60,Mobile
7844,1608,2024-05-19 13:34:07,12,16,Mobile
7845,1146,2024-11-16 13:20:15,5,51,Desktop
7846,366,2024-10-04 02:36:50,2,14,Mobile
7847,397,2024-07-15 16:38:04,5,56,Mobile
7848,2601,2024-08-04 16:29:08,3,13,Mobile
7849,1569,2024-08-26 18:50:51,2,23,Mobile
7850,2428,2023-11-24 05:55:33,2,5,Desktop
7851,1907,2024-06-20 19:25:42,1,25,Mobile
7852,2621,2024-02-28 12:57:05,3,36,Mobile
7853,494,2024-12-04 16:38:31,1,11,Mobile
7854,2284,2024-08-13 12:14:34,1,54,Tablet
7855,1841,2023-08-26 03:10:32,3,45,Desktop
7856,968,2024-08-03 09:06:25,8,11,Mobile
7857,1662,2024-06-16 03:16:18,12,58,Desktop
7858,1659,2024-06-16 20:39:28,8,55,Mobile
7859,2675,2023-08-15 19:51:44,1,59,Mobile
7860,1299,2024-11-19 14:35:07,2,55,Mobile
7861,166,2024-06-09 23:15:19,2,7,Desktop
7862,1406,2024-03-05 12:43:38,2,18,Mobile
7863,2784,2024-11-02 20:59:02,1,23,Mobile
7864,2699,2023-08-14 02:48:43,3,8,Desktop
7865,1425,2024-12-13 13:25:00,5,56,Mobile
7866,2847,2024-03-11 00:00:15,2,46,Desktop
7867,633,2024-07-20 11:00:43,2,5,Mobile
7868,579,2023-10-19 11:51:36,5,45,Tablet
7869,276,2024-12-05 05:41:49,5,14,Mobile
7870,1898,2023-11-16 09:07:38,3,13,Mobile
7871,1697,2024-02-23 11:21:29,5,23,Desktop
7872,2934,2024-06-30 11:12:43,8,60,Mobile
7873,117,2024-10-12 06:30:44,3,20,Mobile
7874,2693,2024-02-01 17:37:11,20,35,Desktop
7875,2077,2023-10-19 04:25:49,1,15,Mobile
7876,2945,2023-10-24 11:12:30,2,12,Desktop
7877,995,2024-12-04 00:02:05,1,4,Mobile
7878,2698,2024-08-01 15:41:53,3,7,Mobile
7879,2157,2024-07-05 01:20:28,20,50,Mobile
7880,1555,2023-03-31 15:36:30,1,8,Mobile
7881,2020,2024-06-16 16:41:49,8,33,Desktop
7882,198,2023-09-06 12:07:33,8,15,Tablet
7883,512,2024-10-28 06:53:23,2,40,Mobile
7884,1120,2024-07-12 14:18:22,5,11,Mobile
7885,2212,2024-10-23 14:56:49,3,28,Mobile
7886,1389,2023-12-09 08:56:51,5,31,Mobile
7887,2719,2024-08-07 12:00:39,3,39,Mobile
7888,1201,2024-10-06 07:17:13,8,25,Mobile
7889,1322,2024-09-13 10:56:42,3,48,Mobile
7890,1532,2024-06-19 13:13:58,5,17,Mobile
7891,711,2024-03-18 20:10:21,1,55,Mobile
7892,511,2024-08-18 19:08:05,2,16,Mobile
7893,539,2023-06-15 14:41:14,1,49,Mobile
7894,1309,2024-11-03 07:00:10,3,33,Desktop
7895,675,2024-05-23 23:21:59,8,9,Mobile
7896,2833,2024-06-28 22:18:49,3,18,Mobile
7897,1254,2023-06-23 00:34:55,12,22,Mobile
7898,159,2024-11-16 05:34:54,2,27,Desktop
7899,410,2024-11-20 15:27:02,3,14,Desktop
7900,2805,2024-11-12 12:20:55,5,27,Mobile
7901,1623,2024-07-31 21:50:16,5,46,Mobile
7902,2272,2024-11-14 08:15:22,12,27,Desktop
7903,934,2023-06-09 00:16:28,2,12,Desktop
7904,1353,2024-11-13 05:41:11,8,26,Mobile
7905,1868,2024-06-03 20:32:38,3,34,Mobile
7906,692,2024-09-18 22:34:56,12,6,Mobile
7907,1075,2024-07-14 15:26:45,8,5,Desktop
7908,1704,2024-05-28 02:10:06,3,34,Desktop
7909,53,2024-08-08 09:26:19,5,38,Mobile
7910,521,2023-09-11 05:29:02,8,56,Mobile
7911,645,2024-06-13 07:55:15,2,12,Desktop
7912,1976,2024-07-13 13:43:18,8,47,Desktop
7913,87,2024-07-30 23:02:25,5,41,Mobile
7914,1509,2024-10-08 22:23:01,3,7,Mobile
7915,879,2024-10-14 20:05:25,2,57,Desktop
7916,2555,2024-09-23 12:50:29,12,46,Mobile
7917,1697,2023-10-25 02:54:11,3,39,Mobile
7918,902,2024-11-25 12:05:05,3,37,Mobile
7919,572,2023-09-03 08:02:56,12,32,Desktop
7920,1219,2023-06-27 03:41:23,5,24,Mobile
7921,2092,2024-07-10 01:35:39,8,22,Desktop
7922,498,2023-02-01 10:54:29,5,5,Desktop
7923,486,2023-11-28 14:07:17,3,50,Mobile
7924,674,2024-09-29 18:08:45,3,18,Mobile
7925,542,2024-12-07 00:16:01,2,26,Desktop
7926,853,2024-09-28 15:32:15,2,17,Desktop
7927,608,2023-10-17 10:08:53,12,57,Mobile
7928,59,2024-08-12 02:13:12,8,55,Mobile
7929,2579,2024-03-18 03:38:01,1,11,Tablet
7930,853,2024-08-19 19:53:37,8,47,Desktop
7931,2745,2023-10-18 22:06:34,3,60,Desktop
7932,2056,2024-05-01 07:18:55,8,60,Tablet
7933,1763,2024-11-21 13:52:17,12,41,Mobile
7934,627,2024-08-25 08:21:24,8,42,Desktop
7935,2342,2024-05-27 20:30:34,5,43,Desktop
7936,2724,2024-09-11 00:56:21,1,38,Mobile
7937,330,2024-09-23 19:40:11,8,45,Mobile
7938,2479,2024-11-25 14:45:44,8,58,Desktop
7939,925,2023-12-06 19:55:16,8,19,Mobile
7940,512,2024-11-04 17:05:28,5,57,Mobile
7941,281,2024-07-22 00:19:21,8,25,Mobile
7942,419,2024-12-14 07:14:57,3,52,Tablet
7943,2780,2024-09-22 14:21:44,12,46,Desktop
7944,167,2024-05-18 15:23:12,3,2,Mobile
7945,1953,2024-06-01 21:39:31,12,20,Mobile
7946,2909,2023-11-12 19:24:26,8,38,Desktop
7947,398,2023-09-28 06:30:41,5,3,Desktop
7948,2349,2024-06-25 16:33:24,8,29,Desktop
7949,797,2024-01-19 14:13:50,5,23,Mobile
7950,907,2023-11-14 03:14:22,20,8,Mobile
7951,2992,2024-08-03 20:56:18,2,33,Mobile
7952,2178,2024-11-10 15:02:37,2,21,Desktop
7953,1153,2024-11-25 01:58:31,2,40,Mobile
7954,1087,2024-09-19 08:03:23,3,10,Mobile
7955,2044,2024-08-23 02:32:17,8,13,Desktop
7956,2457,2024-02-15 00:22:42,5,30,Desktop
7957,841,2024-06-26 20:05:28,2,20,Mobile
7958,1348,2023-10-12 02:09:15,1,33,Desktop
7959,2616,2024-08-14 00:52:35,2,47,Desktop
7960,980,2024-12-08 15:04:07,2,49,Desktop
7961,1894,2024-09-06 04:40:56,20,56,Mobile
7962,197,2024-08-07 11:45:46,3,11,Mobile
7963,1002,2024-09-15 14:50:03,5,46,Mobile
7964,2632,2024-06-14 12:23:42,8,15,Mobile
7965,484,2024-09-05 11:41:28,8,28,Mobile
7966,2352,2024-09-24 23:54:27,3,21,Mobile
7967,240,2024-10-31 05:53:17,5,5,Mobile
7968,2480,2024-11-07 09:45:26,2,44,Mobile
7969,427,2024-11-10 21:50:12,2,18,Mobile
7970,2325,2024-02-29 03:15:41,3,38,Mobile
7971,831,2024-09-26 17:22:49,5,36,Mobile
7972,1262,2023-09-21 14:49:34,8,39,Mobile
7973,2231,2024-10-25 07:07:51,8,18,Mobile
7974,1945,2024-11-24 12:52:08,2,1,Mobile
7975,2639,2024-09-10 09:19:35,8,57,Mobile
7976,1364,2024-09-25 19:02:37,2,26,Desktop
7977,1292,2023-06-10 18:45:49,3,52,Mobile
7978,837,2024-03-08 13:09:55,5,45,Mobile
7979,2641,2024-06-20 05:34:14,1,21,Mobile
7980,437,2024-03-28 02:27:34,8,30,Mobile
7981,165,2024-09-18 20:22:13,5,10,Tablet
7982,907,2023-12-29 03:32:07,3,40,Mobile
7983,1806,2023-08-26 05:27:23,8,24,Desktop
7984,1614,2024-04-18 14:50:17,12,53,Mobile
7985,1285,2024-01-01 12:35:32,20,39,Mobile
7986,1687,2024-04-20 18:44:58,1,37,Mobile
7987,1683,2024-10-30 11:43:31,2,14,Mobile
7988,2523,2024-05-03 15:56:10,3,52,Mobile
7989,984,2024-12-15 09:11:58,8,3,Desktop
7990,2436,2023-12-29 11:49:21,2,28,Mobile
7991,1318,2023-10-16 15:00:42,3,30,Mobile
7992,1337,2024-09-03 11:09:39,3,36,Mobile
7993,867,2024-12-06 01:38:03,12,46,Mobile
7994,2423,2024-08-09 03:57:19,2,32,Desktop
7995,570,2024-12-05 09:24:06,12,54,Desktop
7996,1679,2024-10-14 23:33:07,1,27,Mobile
7997,2775,2024-01-16 23:58:51,2,53,Mobile
7998,1898,2023-12-02 00:36:24,5,6,Desktop
7999,3,2023-08-03 09:41:58,8,24,Mobile
8000,2911,2024-10-27 16:33:41,1,1,Mobile
8001,1445,2024-04-23 00:29:14,1,22,Tablet
8002,1326,2023-06-21 18:17:25,2,47,Mobile
8003,2635,2024-11-14 16:55:34,3,47,Tablet
8004,2302,2024-12-10 05:32:30,2,14,Desktop
8005,458,2024-09-17 23:29:28,8,52,Desktop
8006,2386,2024-11-08 11:03:20,2,16,Desktop
8007,503,2024-08-28 23:55:15,1,60,Mobile
8008,2974,2024-10-21 16:11:37,5,56,Mobile
8009,304,2024-08-26 10:51:08,3,14,Mobile
8010,513,2024-09-20 15:12:22,3,42,Mobile
8011,2497,2024-07-14 16:41:51,1,34,Mobile
8012,2544,2024-10-03 10:57:04,1,47,Desktop
8013,592,2023-09-04 19:51:39,3,28,Mobile
8014,586,2024-08-12 17:43:50,1,56,Mobile
8015,1808,2024-09-10 11:35:30,2,49,Mobile
8016,1387,2024-12-01 03:29:58,2,26,Desktop
8017,1309,2024-11-07 03:52:41,5,56,Desktop
8018,2797,2024-08-25 11:44:23,3,49,Mobile
8019,690,2024-10-01 07:40:50,1,8,Desktop
8020,63,2024-08-19 13:25:20,1,16,Mobile
8021,1938,2024-10-05 22:58:00,3,49,Desktop
8022,440,2024-09-11 18:15:11,1,47,Desktop
8023,395,2024-06-11 11:35:30,1,56,Desktop
8024,1271,2024-03-25 23:43:08,3,47,Mobile
8025,1951,2024-11-30 18:20:33,8,59,Mobile
8026,2439,2024-08-30 16:41:09,12,48,Mobile
8027,693,2024-05-30 00:19:04,5,14,Mobile
8028,1319,2024-04-18 17:24:02,3,49,Mobile
8029,2506,2024-11-16 23:40:39,12,48,Mobile
8030,2991,2024-11-30 09:30:48,8,55,Mobile
8031,1744,2024-07-16 20:40:31,1,38,Desktop
8032,79,2024-12-13 22:44:44,8,57,Desktop
8033,1965,2024-04-26 08:33:56,5,18,Mobile
8034,957,2024-06-11 22:54:17,5,56,Mobile
8035,2115,2024-07-13 12:28:33,8,49,Desktop
8036,1388,2024-12-02 14:50:49,5,38,Desktop
8037,1787,2024-11-21 06:49:27,2,6,Mobile
8038,416,2024-03-01 06:41:36,2,43,Mobile
8039,1766,2023-10-08 07:09:00,1,18,Mobile
8040,1229,2024-05-25 02:58:37,3,25,Tablet
8041,1966,2024-09-20 07:55:53,5,29,Mobile
8042,243,2024-11-14 00:38:50,2,21,Mobile
8043,1773,2024-04-11 17:16:09,5,49,Mobile
8044,54,2023-09-23 16:07:54,5,35,Mobile
8045,2978,2024-12-01 14:12:29,3,11,Mobile
8046,67,2024-01-19 11:19:39,20,41,Tablet
8047,514,2024-09-08 02:27:34,8,31,Mobile
8048,2100,2024-06-28 05:23:56,3,6,Mobile
8049,284,2023-10-13 00:53:30,3,53,Desktop
8050,122,2024-12-05 08:14:54,2,12,Mobile
8051,1035,2024-12-15 15:51:57,2,22,Mobile
8052,873,2024-11-14 15:57:03,2,48,Mobile
8053,463,2024-10-18 15:28:17,8,25,Mobile
8054,2690,2024-07-02 01:14:48,2,59,Tablet
8055,2430,2024-10-25 12:23:28,3,36,Tablet
8056,2157,2023-12-13 02:35:49,12,39,Mobile
8057,716,2023-05-27 18:02:01,2,51,Mobile
8058,921,2024-02-02 16:21:55,2,6,Mobile
8059,1313,2024-09-12 23:59:13,5,11,Mobile
8060,2715,2024-08-25 14:44:09,2,16,Mobile
8061,2167,2023-09-08 14:07:18,5,29,Mobile
8062,2921,2024-05-06 01:47:47,5,52,Desktop
8063,1569,2024-04-27 00:51:39,3,55,Mobile
8064,1246,2024-09-03 08:10:19,12,7,Desktop
8065,1955,2024-06-20 03:49:54,3,29,Mobile
8066,607,2024-07-10 07:12:34,1,32,Mobile
8067,280,2024-09-12 00:16:22,12,30,Mobile
8068,1750,2024-11-12 19:32:50,2,36,Desktop
8069,2947,2024-01-22 20:58:17,2,22,Desktop
8070,334,2024-04-24 16:44:48,2,44,Mobile
8071,2696,2024-12-02 10:43:14,2,55,Mobile
8072,2254,2024-10-15 13:08:32,2,48,Desktop
8073,2935,2024-05-16 12:32:36,12,58,Mobile
8074,2291,2024-11-16 20:08:54,2,38,Mobile
8075,2626,2024-11-05 12:02:12,3,31,Mobile
8076,2424,2024-03-10 22:32:01,5,1,Desktop
8077,1372,2024-10-01 17:30:27,5,4,Desktop
8078,415,2024-05-08 19:23:22,5,13,Mobile
8079,1744,2024-10-02 01:55:49,5,42,Mobile
8080,1198,2024-03-28 12:51:41,3,14,Desktop
8081,2402,2024-07-12 18:08:15,3,59,Desktop
8082,865,2024-07-14 09:52:37,5,21,Mobile
